,Model,Image,y_pred,y_true,sexe_f_prob,folder,GenderSelf,Feminine,Attractive,LL,LL_F,LL_M,dist_centre_F,dist_centre_H,dist_centre
292,BM-226,CFD-BM-226-276-N.jpg,1,1,0.003010309,CFD,M,1.555555556,2.740740741,-463.32456428470226,,-494.9518243530293,327.1212463378906,335.2734069824219,314.20831298828125
293,BM-227,CFD-BM-227-191-N.jpg,1,1,0.00096122624,CFD,M,1.333333333,4.111111111,-470.24861917268856,,-488.487957279573,305.4107360839844,264.8392333984375,266.8102111816406
294,BM-228,CFD-BM-228-145-N.jpg,1,1,4.2356652e-07,CFD,M,1.24,4,-404.2890169324045,,-394.86913858647995,302.0610656738281,185.1754608154297,229.0591583251953
295,BM-229,CFD-BM-229-209-N.jpg,1,1,1.5583659e-05,CFD,M,1.24137931,3.75862069,-420.20453756089813,,-421.0601240869079,261.1568298339844,230.39907836914062,223.7627716064453
296,BM-230,CFD-BM-230-232-N.jpg,1,1,1.4137088e-05,CFD,M,1.115384615,2.423076923,-538.3707091444312,,-608.569220355795,446.6247863769531,393.3302307128906,408.5128479003906
297,BM-231,CFD-BM-231-155-N.jpg,1,1,5.798175e-05,CFD,M,1.5,3.730769231,-452.10194942185876,,-475.2152535960656,334.03167724609375,265.4352111816406,284.3160400390625
298,BM-232,CFD-BM-232-213-N.jpg,1,1,7.570301e-05,CFD,M,1.2,3.16,-426.84849990598093,,-427.1248173181404,325.029541015625,265.5733337402344,278.3634338378906
299,BM-233,CFD-BM-233-285-N.jpg,1,1,0.00011846321,CFD,M,1.04,2.92,-424.6212461945214,,-419.2967274922219,326.44439697265625,256.20025634765625,275.3782043457031
300,BM-234,CFD-BM-234-172-N.jpg,1,1,1.4871956e-05,CFD,M,1.111111111,4.576923077,-434.15101842259537,,-429.69079948784025,366.5284729003906,265.9290771484375,303.5244140625
301,BM-235,CFD-BM-235-226-N.jpg,1,1,0.0003938609,CFD,M,1.586206897,3.206896552,-437.3342682330738,,-449.52722982976394,283.8599853515625,253.7213134765625,249.19927978515625
302,BM-236,CFD-BM-236-248-N.jpg,1,1,9.07773e-07,CFD,M,1.535714286,3.607142857,-409.409126153805,,-397.10405647747524,371.8180236816406,295.1003112792969,320.1470031738281
303,BM-237,CFD-BM-237-188-N.jpg,1,1,0.0006673287,CFD,M,1.538461538,3.961538462,-416.6614321770174,,-427.7676125637574,329.3602600097656,281.2117004394531,289.0652770996094
304,BM-238,CFD-BM-238-242-N.jpg,1,1,4.8835704e-05,CFD,M,1.62962963,2.407407407,-434.47307751142006,,-440.7437027186363,295.764892578125,232.27671813964844,245.7443389892578
305,BM-239,CFD-BM-239-136-N.jpg,1,1,7.662262e-05,CFD,M,1.884615385,3.846153846,-406.5811246751886,,-407.27909462636615,234.6776885986328,172.26409912109375,178.30633544921875
306,BM-240,CFD-BM-240-207-N.jpg,1,1,0.00011140634,CFD,M,1.259259259,4.074074074,-401.51009114141846,,-391.33228705902854,267.2204284667969,218.9607391357422,221.53164672851562
307,BM-242,CFD-BM-242-233-N.jpg,1,1,7.4897274e-05,CFD,M,1.5,3.307692308,-449.8897445652687,,-456.09812404696186,337.3361511230469,258.4798889160156,282.82794189453125
308,BM-243,CFD-BM-243-218-N.jpg,1,1,1.3538536e-06,CFD,M,1.56,3.12,-413.2785428976648,,-403.50058884214275,308.777587890625,209.86244201660156,243.89208984375
309,BM-244,CFD-BM-244-197-N.jpg,1,1,3.0376565e-05,CFD,M,1.24,3.04,-437.1697280438023,,-452.3878121919837,372.5106201171875,341.24481201171875,341.9503173828125
310,BM-245,CFD-BM-245-164-N.jpg,1,1,0.00014848437,CFD,M,1.636363636,3.086956522,-422.66420849486383,,-438.1026949422105,327.1131591796875,287.767578125,290.4889831542969
311,BM-246,CFD-BM-246-192-N.jpg,1,1,9.02171e-07,CFD,M,1.47826087,3.5,-410.54673426406197,,-402.7798378381586,315.2152404785156,209.4597930908203,247.70376586914062
312,BM-247,CFD-BM-247-240-N.jpg,1,1,0.00027887465,CFD,M,1.4,3.8,-421.0133064741161,,-416.3539104756495,295.3765869140625,241.0147705078125,249.21360778808594
313,BM-248,CFD-BM-248-128-N.jpg,1,1,0.04114398,CFD,M,2.153846154,4.346153846,-458.96454043502763,,-477.2883523930242,357.1332702636719,316.2068176269531,321.0878601074219
314,BM-249,CFD-BM-249-235-N.jpg,1,1,0.0027681761,CFD,M,2.185185185,4.555555556,-400.9684730031107,,-397.56997681616406,203.60531616210938,175.0904998779297,159.0015869140625
315,BM-250,CFD-BM-250-170-N.jpg,1,1,0.00068169006,CFD,M,1.448275862,3.517241379,-426.7483341517966,,-432.8916066357019,265.10693359375,201.9346923828125,211.83657836914062
316,BM-251,CFD-BM-251-013-N.jpg,1,1,0.0025628777,CFD,M,1.413793103,3.214285714,-404.61794760374454,,-407.8157795308158,253.5177764892578,249.8038330078125,229.4984130859375
317,BM-252,CFD-BM-252-161-N.jpg,1,1,0.006277659,CFD,M,1.384615385,2.615384615,-419.6957308632553,,-424.9557817234422,234.67283630371094,229.78607177734375,207.48184204101562
318,BM-253,CFD-BM-253-004-N.jpg,1,1,1.6905478e-05,CFD,M,3.125,2.958333333,-533.375829560662,,-620.699226095589,314.333740234375,277.5010681152344,278.1180114746094
319,LF-200,CFD-LF-200-058-N.jpg,0,0,0.9999906,CFD,F,5.083333333,4.583333333,-470.3336027769889,-479.0681351850377,,303.10540771484375,426.4381408691406,353.0919189453125
320,LF-201,CFD-LF-201-035-N.jpg,0,0,0.99993885,CFD,F,4.72,3.48,-482.32867468868926,-504.01085671490915,,381.90985107421875,480.4208984375,419.9745178222656
321,LF-202,CFD-LF-202-065-N.jpg,0,0,0.9335197,CFD,F,4.269230769,2.777777778,-433.8273486758105,-449.8140116273837,,252.2185821533203,347.3627014160156,283.251953125
322,LF-203,CFD-LF-203-066-N.jpg,0,0,0.999974,CFD,F,5.423076923,4.296296296,-417.96181963678,-417.80104775001155,,256.517333984375,366.0693664550781,296.8761901855469
323,LF-204,CFD-LF-204-133-N.jpg,0,0,0.9999933,CFD,F,4.481481481,3.185185185,-459.55573923985827,-469.06071413139534,,320.76708984375,437.146240234375,367.1860046386719
324,LF-205,CFD-LF-205-100-N.jpg,0,0,0.9994118,CFD,F,3.785714286,2.714285714,-445.554268714846,-464.13479231086217,,245.86062622070312,324.33843994140625,267.2030334472656
325,LF-206,CFD-LF-206-078-N.jpg,0,0,0.9999951,CFD,F,4.24,4.153846154,-491.2243510267508,-508.2372008835597,,304.7804870605469,408.0343933105469,342.964599609375
326,LF-207,CFD-LF-207-198-N.jpg,0,0,0.93564546,CFD,F,4.321428571,2.928571429,-440.14743122271216,-448.3233820651481,,272.3860168457031,360.4668884277344,300.5869445800781
327,LF-209,CFD-LF-209-072-N.jpg,0,0,0.99915624,CFD,F,5,4.346153846,-435.33972179431373,-425.693789169359,,287.7349853515625,392.4595642089844,326.36041259765625
328,LF-210,CFD-LF-210-220-N.jpg,0,0,0.99976844,CFD,F,4.653846154,3.307692308,-451.9479531438932,-492.342642098635,,285.4564208984375,400.0923156738281,329.97149658203125
329,LF-211,CFD-LF-211-003-N.jpg,1,0,0.019516315,CFD,F,4.346153846,3.538461538,-425.7918525947028,-439.7302242029724,,309.29815673828125,339.5838928222656,307.2268981933594
330,LF-212,CFD-LF-212-066-N.jpg,0,0,0.87148935,CFD,F,5.037037037,3.777777778,-426.3728253848259,-417.3287459889964,,216.8148651123047,306.124755859375,242.7639923095703
331,LF-213,CFD-LF-213-079-N.jpg,1,0,0.08986177,CFD,F,4.36,3.36,-452.85841049423027,-481.9079285796563,,303.2200012207031,304.8576354980469,284.8934631347656
332,LF-214,CFD-LF-214-090-N.jpg,0,0,0.99969244,CFD,F,4.791666667,3.666666667,-433.97473174500817,-440.31209547460617,,273.33612060546875,379.5205993652344,312.2483215332031
333,LF-215,CFD-LF-215-157-N.jpg,0,0,0.9378711,CFD,F,3.866666667,2.966666667,-405.2626105324431,-405.9826383365807,,197.75857543945312,257.085205078125,203.54437255859375
334,LF-216,CFD-LF-216-121-N.jpg,0,0,0.9999964,CFD,F,3.8,2.52,-465.1452967959988,-482.4458691124515,,351.02044677734375,448.0558166503906,387.62255859375
335,LF-217,CFD-LF-217-082-N.jpg,0,0,0.983537,CFD,F,4.566666667,3.633333333,-436.6097419799422,-443.68469789436574,,270.3905029296875,337.8555908203125,286.83416748046875
336,LF-218,CFD-LF-218-072-N.jpg,0,0,0.9999528,CFD,F,3.033333333,2.75862069,-443.54038198346257,-464.89639954863003,,282.3108215332031,386.47564697265625,320.48016357421875
337,LF-219,CFD-LF-219-223-N.jpg,0,0,0.9977672,CFD,F,4.423076923,3.653846154,-403.3833856567026,-401.69559537707863,,194.1980743408203,290.1573486328125,222.25877380371094
338,LF-220,CFD-LF-220-120-N.jpg,1,0,0.28113785,CFD,F,3.76,2,-428.6821745951194,-430.6830038155791,,266.76995849609375,297.15216064453125,261.9092712402344
339,LF-221,CFD-LF-221-002-N.jpg,0,0,0.6076734,CFD,F,3.692307692,2.692307692,-420.13760634604165,-418.21344037858364,,233.86550903320312,285.56500244140625,238.537109375
340,LF-222,CFD-LF-222-147-N.jpg,0,0,0.999811,CFD,F,4.64,3.653846154,-456.0952981145498,-456.61760637893445,,270.09820556640625,386.3443908691406,315.26165771484375
341,LF-223,CFD-LF-223-064-N.jpg,0,0,0.7232457,CFD,F,4.038461538,3.346153846,-415.0851818505774,-412.9188963242479,,243.69761657714844,297.8761901855469,250.72955322265625
342,LF-224,CFD-LF-224-176-N.jpg,0,0,0.9999243,CFD,F,4.772727273,3.913043478,-487.44298782652487,-494.4057811062336,,409.7979431152344,509.6680908203125,449.1660461425781
343,LF-225,CFD-LF-225-164-N.jpg,0,0,0.82839936,CFD,F,4.916666667,3.958333333,-430.9922084199254,-440.43202567431854,,275.56219482421875,316.1822509765625,277.20635986328125
344,LF-226,CFD-LF-226-174-N.jpg,0,0,0.97670335,CFD,F,4.307692308,3.5,-445.504773484268,-440.9136734707583,,237.03143310546875,359.3926696777344,284.59814453125
345,LF-227,CFD-LF-227-054-N.jpg,1,0,0.0020310748,CFD,F,4.296296296,2.923076923,-433.9899730515351,-458.7729366948975,,266.1546325683594,243.0478973388672,232.48333740234375
346,LF-228,CFD-LF-228-125-N.jpg,0,0,0.8022866,CFD,F,3.793103448,2.965517241,-410.2880581271254,-406.9201718851537,,198.30628967285156,260.1072082519531,205.17941284179688
347,LF-230,CFD-LF-230-203-N.jpg,0,0,0.9996637,CFD,F,4.851851852,3.807692308,-472.0499012362346,-495.58484807796776,,327.7978820800781,402.9080505371094,351.03900146484375
348,LF-231,CFD-LF-231-260-N.jpg,0,0,0.9832939,CFD,F,4.038461538,2.807692308,-440.8366906432749,-451.56550683051665,,261.6824951171875,345.159912109375,287.0295104980469
349,LF-232,CFD-LF-232-199-N.jpg,0,0,0.9987413,CFD,F,4.615384615,3.730769231,-404.4681757079734,-407.0329798564568,,200.28970336914062,307.31427001953125,236.0845947265625
350,LF-233,CFD-LF-233-277-N.jpg,0,0,0.9984692,CFD,F,4.6,2.72,-498.81027836158523,-486.77249902919687,,372.2862854003906,475.2632141113281,412.37542724609375
351,LF-234,CFD-LF-234-139-N.jpg,1,0,0.0006782948,CFD,F,4.2,2.88,-456.1616966862082,-476.1734865229133,,289.81243896484375,287.6331787109375,268.8232727050781
352,LF-235,CFD-LF-235-219-N.jpg,0,0,0.99995565,CFD,F,5.461538462,4.269230769,-455.36797367200165,-462.29628825840473,,363.05712890625,467.05511474609375,403.4779052734375
353,LF-236,CFD-LF-236-221-N.jpg,0,0,0.9136734,CFD,F,3.48,2.72,-415.0402842792054,-424.9691490449125,,205.52403259277344,262.7533264160156,210.70486450195312
354,LF-237,CFD-LF-237-190-N.jpg,0,0,0.9965055,CFD,F,4.428571429,3.076923077,-435.19342216519203,-437.75775282985825,,245.34552001953125,342.65081787109375,277.38427734375
355,LF-238,CFD-LF-238-154-N.jpg,0,0,0.9999174,CFD,F,4.535714286,3.034482759,-449.53152306512504,-446.77844421603703,,329.6465148925781,422.0502624511719,363.0887756347656
356,LF-239,CFD-LF-239-148-N.jpg,0,0,0.99530363,CFD,F,4.833333333,3.806451613,-414.9177225963382,-409.8285190270107,,187.0884246826172,288.3469543457031,217.97328186035156
357,LF-240,CFD-LF-240-199-N.jpg,1,0,0.100663185,CFD,F,4.310344828,3.142857143,-423.92732688636016,-440.83612187716983,,325.692626953125,351.8667297363281,321.9618835449219
358,LF-241,CFD-LF-241-188-N.jpg,0,0,0.999754,CFD,F,5.296296296,4.481481481,-470.56517271133487,-489.29834076649115,,309.4418640136719,402.1803283691406,341.7942810058594
359,LF-242,CFD-LF-242-121-N.jpg,0,0,0.9993326,CFD,F,5.185185185,4.461538462,-425.4636464724722,-426.4399210260542,,196.7852020263672,316.84625244140625,240.4094696044922
360,LF-243,CFD-LF-243-175-N.jpg,0,0,0.99912673,CFD,F,5.384615385,4.769230769,-486.42884357342814,-489.14667837813494,,314.945556640625,376.9056701660156,329.7536926269531
361,LF-244,CFD-LF-244-096-N.jpg,0,0,0.9772145,CFD,F,4.6,3.538461538,-428.9848377565726,-433.79489584315877,,217.03546142578125,313.50390625,247.43954467773438
362,LF-245,CFD-LF-245-166-N.jpg,0,0,0.99957484,CFD,F,4.862068966,3.892857143,-468.7533730634633,-479.82236337035187,,329.8299865722656,413.2615966796875,358.1108093261719
363,LF-246,CFD-LF-246-129-N.jpg,0,0,0.9999981,CFD,F,4.851851852,3.269230769,-490.5509338937091,-492.74469488206535,,447.63238525390625,572.2951049804688,501.24334716796875
364,LF-247,CFD-LF-247-051-N.jpg,0,0,0.882317,CFD,F,3.37037037,2.607142857,-419.7278209330286,-415.9616078688957,,302.0935363769531,332.54833984375,299.57513427734375
365,LF-248,CFD-LF-248-160-N.jpg,0,0,0.9971102,CFD,F,4.708333333,3.5,-427.34405948477365,-430.37796247880146,,251.4803466796875,354.31060791015625,287.6304016113281
366,LF-249,CFD-LF-249-132-N.jpg,0,0,0.992593,CFD,F,5.896551724,5.24137931,-477.7153153672901,-492.66578676702255,,336.398681640625,411.507080078125,359.5628967285156
367,LF-251,CFD-LF-251-057-N.jpg,0,0,0.99986196,CFD,F,4.814814815,3.074074074,-482.79368192510185,-485.10795886182535,,321.21783447265625,423.8323974609375,359.7641296386719
368,LF-252,CFD-LF-252-172-N.jpg,0,0,0.9989035,CFD,F,4.37037037,3.148148148,-476.75291724809983,-515.1412639221878,,253.63917541503906,315.5982971191406,265.5442199707031
369,LF-253,CFD-LF-253-003-N.jpg,0,0,0.99584585,CFD,F,4.038461538,2.346153846,-446.3055981307398,-478.6038064049875,,257.65869140625,317.0657043457031,268.61090087890625
370,LF-254,CFD-LF-254-125-N.jpg,0,0,0.9999511,CFD,F,5.041666667,3.541666667,-435.03965805553133,-433.28041563464444,,228.00013732910156,342.71636962890625,270.4918212890625
371,LF-255,CFD-LF-255-088-N.jpg,0,0,0.9997117,CFD,F,4.730769231,4.269230769,-431.13148135283103,-425.613990536995,,270.9472961425781,367.51873779296875,304.27923583984375
372,LM-200,CFD-LM-200-045-N.jpg,1,1,2.4290091e-05,CFD,M,1.666666667,2.607142857,-458.46985555320276,,-460.03035912251994,354.49774169921875,278.45745849609375,301.5991516113281
373,LM-201,CFD-LM-201-057-N.jpg,1,1,1.927692e-05,CFD,M,1.5,4.607142857,-446.6868970197257,,-453.18405585564693,340.498046875,252.229248046875,281.7919921875
374,LM-202,CFD-LM-202-072-N.jpg,1,1,2.0113053e-07,CFD,M,1.269230769,2.192307692,-429.9569136535135,,-421.44635862714193,361.3898620605469,246.45565795898438,292.258056640625
375,LM-203,CFD-LM-203-026-N.jpg,1,1,5.2236487e-07,CFD,M,1.954545455,2.090909091,-442.2815116928749,,-446.2588513782482,402.9153747558594,289.513916015625,335.80126953125
376,LM-204,CFD-LM-204-001-N.jpg,1,1,1.5562982e-08,CFD,M,1.379310345,2.793103448,-444.16809106195126,,-478.8415106158272,416.8268127441406,264.489501953125,334.68621826171875
377,LM-206,CFD-LM-206-204-N.jpg,1,1,6.389894e-05,CFD,M,1.125,2.166666667,-438.27367052644524,,-437.69099017554373,385.0227355957031,299.25921630859375,329.6837158203125
378,LM-207,CFD-LM-207-004-N.jpg,1,1,0.0015080731,CFD,M,1.4,3.1,-457.6323357265928,,-459.15798181070136,314.3586730957031,299.66058349609375,288.8387451171875
379,LM-208,CFD-LM-208-110-N.jpg,1,1,5.163538e-06,CFD,M,1.666666667,2.857142857,-447.5112487307859,,-441.9751882880151,332.3410339355469,258.22607421875,279.7532043457031
380,LM-209,CFD-LM-209-111-N.jpg,1,1,3.427483e-05,CFD,M,1.857142857,1.785714286,-483.70947369364416,,-518.8437559705435,336.98431396484375,323.0570068359375,313.3144836425781
381,LM-210,CFD-LM-210-156-N.jpg,1,1,0.0010999291,CFD,M,1.222222222,2.777777778,-454.6768327920288,,-469.9278472405796,438.1650085449219,371.710205078125,392.8064880371094
382,LM-211,CFD-LM-211-128-N.jpg,1,1,2.881323e-05,CFD,M,1.535714286,3.321428571,-444.5347305724463,,-472.09318473443636,292.3320617675781,243.77838134765625,248.7908172607422
383,LM-212,CFD-LM-212-143-N.jpg,1,1,0.05066556,CFD,M,2.28,3.28,-409.2961868959873,,-408.34619552094375,284.71923828125,291.951171875,268.3548889160156
384,LM-213,CFD-LM-213-061-N.jpg,1,1,3.3655152e-07,CFD,M,1.260869565,3.083333333,-437.7560918144012,,-431.52265037123635,399.4400329589844,273.0726318359375,326.772705078125
385,LM-214,CFD-LM-214-165-N.jpg,1,1,0.0031292958,CFD,M,1.592592593,3.464285714,-445.02613492756177,,-468.7197732924218,324.3661804199219,282.03094482421875,285.1322937011719
386,LM-215,CFD-LM-215-247-N.jpg,1,1,2.1106322e-05,CFD,M,1.576923077,2.92,-447.1364419308359,,-461.0327018779186,369.0510559082031,331.695068359375,335.0283203125
387,LM-217,CFD-LM-217-162-N.jpg,1,1,2.4296948e-08,CFD,M,1.12,2.88,-504.1551067255889,,-502.6157513715368,440.5728759765625,327.4837951660156,374.78350830078125
388,LM-218,CFD-LM-218-183-N.jpg,1,1,1.2168665e-06,CFD,M,1.333333333,3,-409.3304535820159,,-416.95447522264,334.7121887207031,200.46031188964844,256.3779296875
389,LM-219,CFD-LM-219-295-N.jpg,1,1,0.0035700188,CFD,M,1.444444444,3.851851852,-414.0563089470034,,-431.07521624635547,298.9238586425781,259.59765625,259.691650390625
390,LM-220,CFD-LM-220-329-N.jpg,1,1,1.259947e-07,CFD,M,1.740740741,3.535714286,-438.4635601571391,,-450.3052691338317,320.6093444824219,216.11138916015625,253.9293975830078
391,LM-221,CFD-LM-221-216-N.jpg,1,1,6.0922184e-07,CFD,M,1.259259259,3.296296296,-429.09582461151615,,-430.6201801864799,316.89520263671875,186.3269805908203,239.30294799804688
392,LM-222,CFD-LM-222-239-N.jpg,1,1,2.9172588e-07,CFD,M,1.32,2.96,-421.3513004985461,,-417.5827685881268,313.18548583984375,222.1981964111328,251.31924438476562
393,LM-223,CFD-LM-223-175-N.jpg,1,1,1.0663316e-07,CFD,M,1.714285714,3.285714286,-413.01723880085177,,-411.27060739401026,300.7343444824219,171.01133728027344,222.98260498046875
394,LM-224,CFD-LM-224-162-N.jpg,1,1,6.7736466e-05,CFD,M,1.24137931,5.071428571,-419.9470683297625,,-431.49052283041914,267.7136535644531,199.4418487548828,212.8393096923828
395,LM-225,CFD-LM-225-130-N.jpg,1,1,3.6720555e-06,CFD,M,1.777777778,3.407407407,-406.7776417262812,,-406.75640778964953,288.7773742675781,205.61257934570312,229.11000061035156
396,LM-226,CFD-LM-226-175-N.jpg,1,1,7.109706e-05,CFD,M,1.260869565,2.304347826,-445.13314992795114,,-463.211080779226,340.6258544921875,284.5882568359375,296.52227783203125
397,LM-227,CFD-LM-227-103-N.jpg,1,1,1.1968382e-06,CFD,M,1.551724138,3.068965517,-404.97177461562546,,-396.3718643975175,361.1195068359375,242.6563262939453,290.31829833984375
398,LM-228,CFD-LM-228-188-N.jpg,1,1,9.8112984e-08,CFD,M,1.518518519,2.857142857,-445.82636591949966,,-444.95975956873394,376.44012451171875,255.81488037109375,305.6355285644531
399,LM-229,CFD-LM-229-187-N.jpg,1,1,2.2442628e-05,CFD,M,1.4,2.24,-428.6505964793311,,-437.59354211009133,282.0610656738281,240.10647583007812,240.79356384277344
400,LM-230,CFD-LM-230-202-N.jpg,1,1,1.6118365e-07,CFD,M,1.148148148,2.37037037,-419.5649839760242,,-418.12489603486483,309.69403076171875,220.65969848632812,248.64501953125
401,LM-231,CFD-LM-231-214-N.jpg,1,1,1.2045183e-05,CFD,M,1.92,3.24,-418.6282954871201,,-411.29673980123493,273.7239685058594,182.3915252685547,208.08255004882812
402,LM-232,CFD-LM-232-204-N.jpg,1,1,8.295136e-06,CFD,M,1.458333333,2.961538462,-432.5400053793097,,-424.3282946577493,347.05126953125,275.3278503417969,295.6655578613281
403,LM-233,CFD-LM-233-171-N.jpg,1,1,4.7456193e-05,CFD,M,1.423076923,2.423076923,-442.67089202802964,,-471.8404958097634,296.2475280761719,257.34820556640625,257.2803955078125
404,LM-234,CFD-LM-234-176-N.jpg,1,1,7.52978e-05,CFD,M,1.75,3.37037037,-446.13769589468063,,-463.3645995881434,324.33978271484375,278.0946960449219,283.69696044921875
405,LM-235,CFD-LM-235-231-N.jpg,1,1,1.0657974e-06,CFD,M,1.448275862,3.035714286,-414.7449811233424,,-406.7477170205522,352.57574462890625,218.61386108398438,275.7450866699219
406,LM-236,CFD-LM-236-163-N.jpg,1,1,8.0494294e-07,CFD,M,1.035714286,2.964285714,-480.5596423471668,,-491.6486509221944,457.2142333984375,337.01336669921875,388.7882385253906
407,LM-238,CFD-LM-238-129-N.jpg,1,1,0.00043094097,CFD,M,1.6,2.56,-451.9779082110258,,-468.82248816170676,344.2777099609375,280.62640380859375,296.47869873046875
408,LM-239,CFD-LM-239-075-N.jpg,1,1,2.6679581e-08,CFD,M,1.923076923,2.615384615,-443.2944704230287,,-444.80078828633935,447.6000671386719,297.1902160644531,366.62872314453125
409,LM-240,CFD-LM-240-013-N.jpg,1,1,1.2916304e-07,CFD,M,1.166666667,1.541666667,-426.67169734241395,,-432.7976481082055,316.8331604003906,211.8911590576172,249.77157592773438
410,LM-241,CFD-LM-241-125-N.jpg,1,1,0.0032737292,CFD,M,1.476190476,2.5,-413.5176848309778,,-415.16655759762205,245.34048461914062,236.75131225585938,217.80615234375
411,LM-242,CFD-LM-242-002-N.jpg,1,1,0.00024204353,CFD,M,1.923076923,4.28,-432.891596483479,,-450.347504463817,324.7463684082031,298.51031494140625,293.7576599121094
412,LM-243,CFD-LM-243-075-N.jpg,1,1,9.191867e-06,CFD,M,1.178571429,2.777777778,-429.35122976796123,,-419.3310006241836,366.9168395996094,261.67596435546875,302.0538330078125
413,LM-244,CFD-LM-244-068-N.jpg,1,1,5.5159984e-07,CFD,M,1.142857143,3.333333333,-408.32837697462594,,-398.07663973200425,332.4963684082031,228.77499389648438,266.88568115234375
414,LM-246,CFD-LM-246-087-N.jpg,1,1,1.5828036e-08,CFD,M,1.444444444,2.185185185,-518.6680532072744,,-542.9922078063892,526.1072387695312,404.8397521972656,459.11041259765625
415,LM-247,CFD-LM-247-095-N.jpg,1,1,1.4322117e-06,CFD,M,1.52173913,3,-406.98521886962516,,-399.5622024600341,335.9855041503906,236.4918670654297,272.0201721191406
416,LM-248,CFD-LM-248-089-N.jpg,1,1,9.182943e-08,CFD,M,1.344827586,4.172413793,-422.761276489538,,-415.1292119619842,345.6716613769531,250.6487274169922,284.1337585449219
417,LM-249,CFD-LM-249-001-N.jpg,1,1,2.4835483e-05,CFD,M,2.333333333,2.333333333,-423.47150018193116,,-429.4587176081403,283.8499755859375,252.1934814453125,247.7729949951172
418,LM-250,CFD-LM-250-077-N.jpg,1,1,0.00043411538,CFD,M,1.392857143,3.892857143,-436.7003048538567,,-475.65803740783,344.3891296386719,291.95819091796875,302.0059509277344
419,LM-251,CFD-LM-251-073-N.jpg,1,1,3.2792032e-06,CFD,M,1.6,2.08,-447.5895977535148,,-444.7069588876988,409.40521240234375,308.1634826660156,347.9975891113281
420,LM-252,CFD-LM-252-076-N.jpg,1,1,6.1121085e-08,CFD,M,1.448275862,2.793103448,-444.40361169536186,,-440.3354055541574,490.37738037109375,328.58636474609375,405.6620178222656
421,LM-253,CFD-LM-253-075-N.jpg,1,1,0.00010882715,CFD,M,1.782608696,2.434782609,-427.84568074968126,,-428.9863159819765,279.1761474609375,243.2237091064453,240.1434326171875
422,WF-001,CFD-WF-001-003-N.jpg,0,0,0.9856872,CFD,F,3.864583333,3.105263158,-501.81671751189697,-562.2583695129049,,352.0596923828125,373.731689453125,347.29998779296875
423,WF-002,CFD-WF-002-004-N.jpg,1,0,0.07971122,CFD,F,3.032258065,1.612903226,-486.89829141361616,-509.2422454935679,,353.3874816894531,365.2674865722656,343.4972839355469
424,WF-003,CFD-WF-003-003-N.jpg,0,0,0.9998388,CFD,F,5.527472527,4.89010989,-487.0610103673191,-503.17096325126744,,372.51214599609375,447.7890319824219,397.6165771484375
425,WF-005,CFD-WF-005-010-N.jpg,1,0,0.02355555,CFD,F,4.382022472,3.033707865,-437.47684548406806,-458.0725460735156,,278.0478210449219,257.5769958496094,246.7763671875
426,WF-006,CFD-WF-006-002-N.jpg,0,0,0.9983594,CFD,F,4.606382979,3.478723404,-521.6083676295011,-546.6814084122059,,406.6568908691406,475.8604431152344,429.22027587890625
427,WF-008,CFD-WF-008-002-N.jpg,0,0,0.99941874,CFD,F,4,2.734042553,-443.52016796206635,-468.2422780240396,,365.08123779296875,415.2474365234375,375.827880859375
428,WF-009,CFD-WF-009-001-N.jpg,1,0,0.04930446,CFD,F,4.074468085,3.191489362,-449.19429758659544,-453.2465248216565,,344.542236328125,341.929931640625,326.8570861816406
429,WF-010,CFD-WF-010-004-N.jpg,1,0,0.010391766,CFD,F,3.345238095,2.011764706,-467.1895589290606,-497.7232375453118,,327.20953369140625,360.6883544921875,327.8834533691406
430,WF-011,CFD-WF-011-002-N.jpg,0,0,0.99999785,CFD,F,5.138297872,4.129032258,-474.66079450832467,-469.8940438261342,,340.6711730957031,430.6326599121094,372.4626159667969
431,WF-012,CFD-WF-012-002-N.jpg,0,0,0.99988055,CFD,F,5.430107527,4.663157895,-540.4033123152278,-578.5175945901027,,334.8224182128906,406.57781982421875,356.7228088378906
432,WF-013,CFD-WF-013-003-N.jpg,0,0,0.96711504,CFD,F,4.576086957,3.565217391,-444.965994400401,-450.9590183898506,,276.2333984375,343.5595703125,292.4117126464844
433,WF-014,CFD-WF-014-002-N.jpg,1,0,0.080307886,CFD,F,4.204545455,3.280898876,-464.9846607975299,-488.3832021013921,,358.69482421875,395.85943603515625,362.75946044921875
434,WF-015,CFD-WF-015-006-N.jpg,0,0,0.99852836,CFD,F,5.285714286,4.648351648,-450.72578762456726,-454.5264547467755,,354.4554138183594,409.0986633300781,367.0674133300781
435,WF-016,CFD-WF-016-015-N.jpg,0,0,0.99998915,CFD,F,4.528089888,3.707865169,-498.72656150131104,-497.86952847890745,,397.53497314453125,464.45623779296875,418.8636779785156
436,WF-017,CFD-WF-017-003-N.jpg,0,0,0.9823959,CFD,F,4.359550562,3.280898876,-507.01552954627255,-518.2350847212209,,391.74945068359375,423.39990234375,394.0875244140625
437,WF-018,CFD-WF-018-017-N.jpg,0,0,0.9981793,CFD,F,5.011235955,3.685393258,-428.25590317079036,-452.64529087885126,,261.0462341308594,343.5844421386719,285.6533508300781
438,WF-019,CFD-WF-019-005-N.jpg,0,0,0.99966466,CFD,F,3.977777778,2.933333333,-506.12575735193525,-531.8079046520531,,358.6813049316406,469.17132568359375,403.0144958496094
